충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
해경파출소(고산출장소),주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 한경면 노을해안로 1145,,,,33.3081601,126.164197,2017-04-29
가시리 조랑말체험공원,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 녹산로 381-15,,,,33.3763837,126.7448173,2017-04-29
스마트그리드 홍보관,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 구좌읍 행원로 13길 122,,,,33.5568204,126.8135728,2017-04-29
서귀포해양경비안전서,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 서호남로 11,,,,33.2512173,126.5137141,2017-04-29
청소년 문화의 집,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 화순로 56번길 20,,,,33.2495585,126.3371369,2017-04-29
안덕생활체육관,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 화순서서로 59,,,,33.2558062,126.3283213,2017-04-29
안덕계곡 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 안덕면 일주서로 1524,,,,33.2576211,126.3532545,2017-04-29
화순리 방문객센터(화순리 종합복지관),주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 안덕면 화순서서로 10,,,,33.2606296,126.3299726,2017-04-29
제주 동부보건소,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 구좌읍 김녕로 14길 6,,,,33.5543773,126.7513422,2017-04-29
삼양동주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 지석13길 6 (삼양이동),,,,33.5218396,126.585708,2017-04-29
제주테크노파크 방송통신융합센터,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 첨단로 241,,,,33.451414,126.571683,2017-04-29
아라동주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 중앙로 527,,,,33.476306,126.545054,2017-04-29
애월읍사무소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 애월읍 일주서로 6322,,,,33.462093,126.3296776,2017-04-29
녹고뫼 안트레안내센터,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 애월읍 녹고메길 165,,,,33.4061972,126.4079753,2017-04-29
봉성리 종합복지회관,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 애월읍 봉성로 105,,,,33.422104,126.3124995,2017-04-29
한전종합홍보관,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 구좌읍 행원로13길 122,,,,33.5572976,126.8132184,2017-04-29
한전 제주본부,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 문연로 36 (연동),,,,33.4890305,126.5013451,2017-04-29
제주4.3평화공원,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 명림로 430,,,,33.45086927,126.618121,2017-04-29
절물자연휴양림,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 명림로 584,,,,33.439373,126.628448,2017-04-29
한전APT,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 원당로11길 8,,,,33.5279457,126.5928071,2017-04-29
서귀포지사,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 신중로 56,,,,33.2541046,126.5108726,2017-04-29
무수천주유소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 노형로 45 (해안동),,,,33.4633446,126.4518123,2017-04-29
삼남주유소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 남성로 60 (용담일동),,,,33.5052029,126.514085,2017-04-29
삼광주유소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 번영로 158 (화북이동),,,,33.5043388,126.5624136,2017-04-29
삼다주유소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 일주서로 7873 (연동),,,,33.494066,126.487867,2017-04-29
중문관광(LPG충전소),주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 일주서로 1076 (상예동),,,,33.2629769,126.3982809,2017-04-29
제주월컴센타,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 문송2길 5-1 (연동),,,,33.487346,126.497962,2017-04-29
KT신제주지사,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 문연로 27 (연동),,,,33.4903399,126.5005511,2017-04-29
엘리시안C.C,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 애월읍 평화로 1738-116,,,,33.3719462,126.3817449,2017-04-29
한림공원,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 한림읍 한림로 300,,,,33.3894949,126.2396825,2017-04-29
신재생에너지홍보관,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 구좌읍 해맞이해안로 712-3,,,,33.5594134,126.8174325,2017-04-29
소인국테마파크,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 안덕면 중산간서로 1878,,,,33.2904213,126.322602,2017-04-29
감귤박물관,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 효돈순환로 441,,,,33.2705143,126.6046518,2017-04-29
해비치리조트,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 표선면 민속해안로 537,,,,33.3234478,126.8447796,2017-04-29
중문동주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 천제연로 281 (중문동),,,,33.2514374,126.4348664,2017-04-29
중문119센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 천제연로 164 (중문동),,,,33.2520234,126.4222434,2017-04-29
중앙동주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 동문동로 27,,,,33.2507157,126.5651902,2017-04-29
천지동주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 중정로47번길 3 (서귀동),,,,33.2477954,126.5612849,2017-04-29
평생학습센터 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 서문로29번길 10 (서귀동),,,,33.2493458,126.5589224,2017-04-29
표선면 사무소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 표선면 표선중앙로 74,,,,33.3265182,126.8317906,2017-04-29
해양수산연구원,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 표선면 민속해안로 292,,,,33.3074886,126.8293373,2017-04-29
효돈동주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 효돈로152번길 7 (하효동),,,,33.2633204,126.6156251,2017-04-29
sk행복날개 주유소,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 용문로 12 행복날개주유소,,,,33.5050403,126.4976182,2017-04-29
제주종합경기장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 서광로2길 24,,,,33.4974778,126.515547,2017-04-29
일도이동공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 일도2동 984-3,,,,33.5121869,126.5366146,2017-04-29
토끼와거북이,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 서해안로 498-6,,,,33.5188204,126.4921734,2017-04-29
기아오토큐 오라동대리점,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 연삼로 116,,,,33.5004858,126.5319206,2017-04-29
제주대학교 병원,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 아란13길 15,,,,33.4670429,126.5457558,2017-04-29
기아오토큐 화북대리점,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 일주동로 14,,,,33.5118008,126.5492415,2017-04-29
한경농협,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 한경면 두신로 87,,,,33.350978,126.1830135,2017-04-29
조천농협,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 조천읍 신북로 240,,,,33.5365136,126.6385568,2017-04-29
탑동2공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 삼도2동 1257,,,,33.5182983,126.5198951,2017-04-29
하귀 농협 복지센터,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 일주서로 7020,,,,33.481237,126.400461,2017-04-29
하귀 농협 장례식장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 애월읍 애조로 405,,,,33.4730618,126.4265546,2017-04-29
제주공항 입구주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 다호북길 7 (용담이동),,,,33.503279,126.495664,2017-04-29
롯데리아 제주외도DT,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 일주서로 7335,,,,33.49322448,126.430732,2017-04-29
애월 농협,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 애월읍 애원로 41,,,,33.460321,126.3215331,2017-04-29
한국충전㈜,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 연삼로 61,,,,33.4938605,126.4991399,2017-04-29
연동공영주차장(로얄호텔앞),주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 연동 272-31,,,,33.4890445,126.491207,2017-04-29
SKN제주차고지,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 한천로 9 (용담이동),,,,33.5012965,126.5068867,2017-04-29
제주켄싱턴호텔,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 중문관광로72번길 60 (색달동),,,,33.2527979,126.4088678,2017-04-29
성산일출봉,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 성산읍 일출로 284-12,,,,33.4621467,126.9364271,2017-04-29
CU 중문관광단지점,여미지식물원 맞은편CU입구,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 중문관광로 94,,,,33.2507278,126.4145161,2017-04-29
제주 하얏트리젠시,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 중문관광로 72번길 114,,,,33.2455761,126.4055533,2017-04-29
중앙주유소,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 구좌읍 구좌로 74,,,,33.5214488,126.8583805,2017-04-29
비오토피아,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 안덕면 산록남로762번길 71,,,,33.3202553,126.3994007,2017-04-29
남원하나로마트,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 남조로 52,,,,33.2843692,126.7217541,2017-04-29
다이아나 호텔,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 임항로 249 (건입동),,,,33.5178257,126.5396293,2017-04-29
한양모터스,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 용문로 26-3 (용담이동),,,,33.5045131,126.4988915,2017-04-29
제주필하우스,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 일주동로 1415,,,,33.544947,126.6863809,2017-04-29
바다목장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 한경면 한경해안로 565,,,,33.3460565,126.1793745,2017-04-29
카페 잠도둑,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 성산읍 일주동로 5379,,,,33.3588533,126.864433,2017-04-29
한경도서관 앞 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한경면 신한로 13,,,,33.3498289,126.1845735,2017-04-29
하귀1지구 공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 애월읍 하귀1리 176-3,,,,33.4845878,126.4177465,2017-04-29
제주시 상하수도 본부,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 중산간동로 601,,,,33.4996454,126.6503584,2017-04-29
삼성혈 인근 공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 이도1동 1293-1,,,,33.5046445,126.5303835,2017-04-29
제주상공회의소 뒤편 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 청사로1길 18-4,,,,33.4904195,126.5201501,2017-04-29
오일시장 일대 공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 오일장서길 26,,,,33.4974552,126.4747907,2017-04-29
외도구획정리지구,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 외도1동 482-1,,,,33.4899087,126.432638,2017-04-29
제주도청1청사,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 문연로 6 (연동),,,,33.488834,126.4980797,2017-04-29
제주도청2청사,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 문연로 6 (연동),,,,33.489007,126.500682,2017-04-29
제주도의회,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 문연로 13,,,,33.490318,126.499286,2017-04-29
용담2동주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 흥운길 27,,,,33.511583,126.511801,2017-04-29
제주시보건소,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 연삼로 264,,,,33.491703,126.520286,2017-04-29
현대블루핸즈 연동점,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 신대로 21길 34-1,,,,33.4819314,126.5002893,2017-04-29
현대블루핸즈 외도점,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 우평로 345-8,,,,33.483552,126.430155,2017-04-29
현대블루핸즈 한림점,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한림읍 일주서로 5697,,,,33.4358428,126.2778418,2017-04-29
현대블루핸즈 노형북부점,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 월광로 43,,,,33.4854792,126.4655444,2017-04-29
현대블루핸즈 아라점,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 아봉로 11,,,,33.4766727,126.5477748,2017-04-29
정부종합청사,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 청사로 59,,,,33.490454,126.5253079,2017-04-29
라마다호텔,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 탑동로 66,,,,33.5185924,126.5175016,2017-04-29
형제카센터,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 일주서로 7266,,,,33.4916411,126.4237923,2017-04-29
GS25너울빌리지,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한경면 일주서로 4469,,,,33.362857,126.193439,2017-04-29
롯데하이마트 신제주점,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 도령로 16,,,,33.4865713,126.4812285,2017-04-29
함덕농협 본점,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 함와로 40,,,,33.536657,126.674625,2017-04-29
제주대학교,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 제주대학로 102,,,,33.4553037,126.5616176,2017-04-29
아모렉스리조트,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 서해안로 216,,,,33.5074916,126.4702754,2017-04-29
㈜상효원,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 산록남로 2847-37,,,,33.3072182,126.5860938,2017-04-29
약천사,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 이어도로 293-20,,,,33.244586,126.451181,2017-04-29
천지연공영주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 서홍동 684,,,,33.2438775,126.5606302,2017-04-29
동광R주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 안덕면 동광리 827,,,,33.3109558,126.3416458,2017-04-29
성읍랜드,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 표선면 번영로 2650,,,,33.3987468,126.7873305,2017-04-29
희준카센타,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 대정읍 일주서로 2968,,,,33.246923,126.222161,2017-04-29
KT성산포지사,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 성산읍 서성일로 1244-3,,,,33.446787,126.9118527,2017-04-29
안덕농협협동조합,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 화순로 122,,,,33.2465809,126.333321,2017-04-29
한우명품관,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 일주동로 8421,,,,33.2572426,126.5885177,2017-04-29
대유랜드,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 상예로 381,,,,33.2787568,126.394896,2017-04-29
표선 농협,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 표선면 표선동서로 233,,,,33.3247771,126.8319867,2017-04-29
위미 농협,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 남원읍 태위로 126,,,,33.2745832,126.6609677,2017-04-29
도남e편한세상아파트1차,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 오남로 7-13,,,,33.494975,126.522616,2017-04-29
외도동주민센터,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 일주서로 7350,,,,33.492956,126.432252,2017-04-29
별빛누리공원,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 선돌목동길 60 (오등동),,,,33.445023,126.549249,2017-04-29
관음사 휴게소,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 산록북로 588 (오등동),,,,33.421899,126.550323,2017-04-29
한라도서관,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 오남로 221 (오라이동),,,,33.476366,126.516046,2017-04-29
제주 종합경기장1,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 서광로2길 24 (오라일동),,,,33.495782,126.515805,2017-04-29
제주 종합경기장2,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 서광로2길 24 (오라일동),,,,33.495782,126.515805,2017-04-29
제주시청,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 동광로6길 22 (이도이동),,,,33.499997,126.531944,2017-04-29
양지공원,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 516로 2810-31,,,,33.440014,126.579984,2017-04-29
산굼부리,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 교래리 166-2,,,,33.434885,126.689659,2017-04-29
거문오름 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 선교로 569-36,,,,33.457031,126.7147513,2017-04-29
세계자연유산센터,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 선교로 569-36,,,,33.457031,126.7147513,2017-04-29
성판악휴게소,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 516로 1865,,,,33.3921505,126.6048973,2017-04-29
람사르습지 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 동백로 77,,,,33.5094877,126.7152832,2017-04-29
조천체육관,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 조천18길 11-1,,,,33.5397165,126.6439447,2017-04-29
조천읍사무소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 조천읍 신북로 194,,,,33.5345995,126.6342946,2017-04-29
제주돌문화공원,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 조천읍 교래리 산95,,,,33.436817,126.6668474,2017-04-29
제주동물위생시험소,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 조천읍 번영로 941,,,,33.4819547,126.6406839,2017-04-29
한경면체육관,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한경면 칠전로 41,,,,33.3014102,126.1845554,2017-04-29
한경면사무소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 한경면 두신로 84,,,,33.3500881,126.1841728,2017-04-29
제주현대미술관,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 한경면 저지14길 35,,,,33.3398794,126.2656702,2017-04-29
한림읍사무소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 제주시 한림읍 한림상로 132,,,,33.4103346,126.2672798,2017-04-29
어리목 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 1100로 2070-61 (해안동),,,,33.3922314,126.4945663,2017-04-29
농업기술원,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 중산간서로 212 (강정동),,,,33.2613191,126.4890452,2017-04-29
남원 동부보건소,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 남원읍 태위로 527,,,,33.2757617,126.7034172,2017-04-29
남원읍사무소,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 남원읍 태위로 695,,,,33.2797843,126.7205951,2017-04-29
코리아마트,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 태평로 537번길 49,,,,33.2526876,126.570047,2017-04-29
롯데호텔,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,Y,,,,N,제주특별자치도 서귀포시 중문관광로 72번길 35,,,,33.2485349,126.4103936,2017-04-29
GS25대포점,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 이어도로 129,,,,33.2391543,126.4362409,2017-04-29
GS25안덕서광점,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 안덕면 중산간서로 1882,,,,33.289172,126.322315,2017-04-29
롯데하이마트 서귀포점,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 일주동로 8631,,,,33.2539126,126.5661853,2017-04-29
GS25중문점,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 천제연로 210,,,,33.2514592,126.4270264,2017-04-29
중문농협,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 천제연로 199,,,,33.251899,126.4261515,2017-04-29
첨단과학기술단지 지하,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 첨단로 213-3,,,,33.4537553,126.5726665,2017-04-29
첨단과학기술단지 외부,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 영평동 2169-2,,,,33.4524106,126.5726305,2017-04-29
서귀포올레시장,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 서귀포시 중앙로 62번길 18,,,,33.2501708,126.5636786,2017-04-29
경마공원,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 서귀동 291-2,,,,33.4078226,126.3942137,2017-04-29
다음카카오 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 아라동 3008-1,,,,33.4500257,126.5733138,2017-04-29
네오플 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 남원읍 남원리 84-2,,,,33.471857,126.485107,2017-04-29
JIBS사옥 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 연삼로 95,,,,33.4938653,126.5025175,2017-04-29
KBS사옥 주차장,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 복지로 1길 8,,,,33.4891086,126.519415,2017-04-29
문예회관,주차장,제주특별자치도,연중무휴,0:00,23:59,N,Y,,,,N,제주특별자치도 제주시 동광로 69,,,,33.5043089,126.5353859,2017-04-29
메가타워,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 구산로 4,,,,33.4810337,126.5383286,2017-04-29
노형 미리내S클래스APT,주차장,제주특별자치도,연중무휴,0:00,23:59,Y,N,,,,N,제주특별자치도 제주시 광평동로 66,,,,33.4856571,126.4679685,2017-04-29
